FunctionId,SubmitTime,RTT,InvocationDelay,ResponseDelay,FunctionDuration,ActiveFunctionsAtRequest,ActiveFunctionsAtResponse
67,45,1627,495.2431640625,14.2099609375,1117.5470352172852,67,999
68,45,1612,491.25,78.2587890625,1042.4911975860596,68,979
69,46,1612,490.442626953125,58.91064453125,1062.6466274261475,69,977
70,46,1610,406.6806640625,103.690185546875,1099.6291637420654,70,994
71,46,1652,592.1201171875,14.210693359375,1045.6690788269043,71,999
72,46,1693,591.4052734375,34.36328125,1067.2314167022705,72,999
73,47,1757,646.080810546875,14.343994140625,1096.5750217437744,73,999
74,47,1733,582.927978515625,32.827392578125,1117.2444820404053,74,999
75,47,1718,600.6328125,13.670166015625,1103.6970615386963,75,998
76,47,1705,559.125244140625,13.793701171875,1132.0810317993164,76,999
77,47,1611,484.65771484375,33.6708984375,1092.6713943481445,77,978
78,48,1690,600.3642578125,14.51708984375,1075.1185417175293,78,999
79,48,1610,485.466064453125,33.822998046875,1090.7108783721924,79,975
80,49,1709,598.218017578125,15.076416015625,1095.705509185791,80,998
81,49,1645,556.19580078125,14.411865234375,1074.392318725586,81,999
82,49,1775,642.927490234375,14.969482421875,1117.103099822998,82,999
83,49,1491,414.03369140625,15.513671875,1061.4526271820068,83,999
84,50,1608,430.341552734375,106.8271484375,1070.831298828125,84,977
85,51,1605,494.244140625,14.699462890625,1096.0564613342285,85,993
86,52,1675,572.59375,33.6650390625,1068.7413215637207,86,999
87,52,1606,466.4208984375,96.93603515625,1042.6430702209473,87,981
88,53,1788,697.2509765625,15.252197265625,1075.4966735839844,88,999
89,53,1688,577.87744140625,14.26123046875,1095.8611965179443,89,999
90,53,1605,408.474365234375,86.98046875,1109.5452308654785,90,978
91,53,1605,474.231201171875,37.30908203125,1093.4596061706543,91,979
92,54,1604,455.15625,52.18359375,1096.6601371765137,92,980
93,54,1601,421.40478515625,62.294677734375,1117.3005104064941,93,997
94,54,1691,593.9951171875,13.4912109375,1083.5134983062744,94,999
95,54,1481,364.885009765625,15.978515625,1100.1365184783936,95,999
96,54,1489,420.190673828125,14.480224609375,1054.3291568756104,96,998
97,54,1672,595.2021484375,34.2197265625,1042.5782203674316,97,998
98,54,1601,368.7548828125,121.05322265625,1112.191915512085,98,970
99,55,1488,392.328369140625,34.80078125,1060.870885848999,99,999
100,55,1603,457.990478515625,32.388916015625,1112.6205921173096,100,979
101,58,1745,634.7529296875,14.171875,1096.0752964019775,101,999
102,58,1598,397.6923828125,103.83740234375,1096.4701175689697,102,985
103,58,1599,415.529541015625,109.331298828125,1074.13911819458,103,981
104,59,1677,496.990478515625,34.939697265625,1145.0698375701904,104,999
105,59,1647,563.55615234375,33.669677734375,1049.774169921875,105,999
106,59,1598,367.466064453125,99.202880859375,1131.331205368042,106,980
107,59,1614,545.81201171875,14.203857421875,1053.9839267730713,107,999
108,59,1698,584.5322265625,34.178955078125,1079.2887210845947,108,999
109,60,1629,543.81494140625,14.388671875,1070.796251296997,109,998
110,60,1597,477.101318359375,78.27490234375,1041.623830795288,110,990
111,61,1662,567.9716796875,13.90673828125,1080.1215171813965,111,999
112,61,1762,638.367919921875,34.345458984375,1089.2865657806396,112,999
113,61,1596,351.50634765625,100.584228515625,1143.9094543457031,113,977
114,62,1878,789.212158203125,14.2890625,1074.4986534118652,114,999
115,62,1648,564.772705078125,33.313720703125,1049.9136447906494,115,999
116,62,1455,339.39892578125,35.87158203125,1080.7294845581055,116,999
117,63,1644,573.3955078125,13.800537109375,1057.8038692474365,117,999
118,63,1467,364.659423828125,13.384521484375,1088.9558792114258,118,999
119,64,1448,326.859130859375,13.802734375,1108.3381175994873,119,999
120,64,1592,415.398193359375,84.845947265625,1092.7557945251465,120,989
121,65,1648,543.007568359375,15.44921875,1089.543104171753,121,999
122,65,1643,570.209228515625,14.93994140625,1057.8508377075195,122,999
123,65,1679,594.18359375,14.313232421875,1070.5032348632812,123,999
124,65,1364,278.405029296875,19.2470703125,1066.3478374481201,124,999
125,65,1358,267.4296875,32.8505859375,1057.7197074890137,125,999
126,65,1591,415.113037109375,104.771240234375,1071.1157321929932,126,984
127,65,1749,684.570068359375,14.3955078125,1050.0342845916748,127,999
128,66,1627,513.86865234375,13.175537109375,1099.9557971954346,128,999
129,66,1593,468.49267578125,19.89599609375,1104.6113967895508,129,975
130,66,1639,586.470458984375,14.232421875,1038.2969379425049,130,998
131,66,1592,413.03369140625,86.4560546875,1092.5102233886719,131,980
132,66,1643,558.64404296875,14.298583984375,1070.0573921203613,132,998
133,66,1607,497.813232421875,13.75830078125,1096.428394317627,133,998
134,67,1590,446.823974609375,91.3359375,1051.84006690979,134,983
135,67,1587,367.121826171875,143.58642578125,1076.291799545288,135,999
136,67,1592,466.275390625,58.424560546875,1067.3000812530518,136,973
137,67,1621,564.419189453125,14.572998046875,1042.0079231262207,137,999
138,67,1587,343.898681640625,135.845947265625,1108.255386352539,138,998
139,68,1694,626.679443359375,13.8857421875,1053.4348487854004,139,999
140,68,1804,722.464111328125,14.537841796875,1066.99800491333,140,999
141,70,1667,589.13330078125,26.664306640625,1051.2022972106934,141,998
142,70,1667,574.930419921875,14.3359375,1077.7337551116943,142,998
143,70,1598,518.121337890625,12.928955078125,1066.9496059417725,143,999
144,70,1661,537.37109375,14.257080078125,1109.3719005584717,144,999
145,72,1586,436.36376953125,31.8505859375,1117.7856922149658,145,980
